MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,totalLivingArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,TypeOfPorch,Porchsqft,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,FV,35,4017,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,625,625,GasA,Ex,Y,SBrkr,625,625,1250,1875,0,2,1,2,1,Gd,5,0,NA,Detchd,2006,Fin,2,625,TA,TA,Y,0,OpenPorch,54,NA,3,2008,WD,Normal,147000-179200
60,RL,?,11075,IR1,Lvl,Inside,Mitchel,Norm,1Fam,2Story,5,4,1969,1969,Gable,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,Av,ALQ,562,LwQ,29,784,GasA,Ex,Y,SBrkr,1168,800,1968,2752,0,2,1,4,1,TA,7,1,Po,Attchd,1969,RFn,2,530,TA,TA,Y,305,OpenPorch,189,MnPrv,9,2008,WD,Normal,147000-179200
60,RL,?,8121,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,953,953,GasA,Ex,Y,SBrkr,953,711,1664,2617,0,2,1,3,1,TA,7,1,TA,Attchd,2000,RFn,2,460,TA,TA,Y,100,OpenPorch,40,NA,1,2006,WD,Normal,147000-179200
160,FV,24,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,321,970,GasA,Ex,Y,SBrkr,983,756,1739,2709,1,2,1,3,1,Gd,7,0,NA,Attchd,1999,Fin,2,480,TA,TA,Y,115,None,0,NA,8,2009,WD,Abnorml,147000-179200
50,RL,?,13650,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,554,1052,GasA,Ex,Y,SBrkr,1252,668,1920,2972,1,2,0,4,1,Gd,8,1,Gd,Attchd,1958,Unf,2,451,TA,TA,Y,0,None,0,NA,7,2006,WD,Normal,147000-179200
120,RL,53,3922,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,'Wd Shng',BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2516,0,2,0,2,1,Gd,6,1,Gd,Attchd,2007,Fin,3,648,TA,TA,Y,144,OpenPorch,16,NA,6,2007,New,Partial,147000-179200
160,FV,34,3230,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,348,729,GasA,Gd,Y,SBrkr,742,729,1471,2200,0,2,1,3,1,TA,6,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,OpenPorch,24,NA,3,2009,WD,Normal,147000-179200
60,RL,70,11184,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,192,918,GasA,Gd,Y,SBrkr,918,765,1683,2601,0,2,1,3,1,TA,7,1,TA,Attchd,1978,RFn,2,440,TA,TA,Y,243,None,0,NA,7,2009,WD,Normal,147000-179200
60,RL,105,15578,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Gd,Y,SBrkr,728,728,1456,2184,0,2,1,3,1,TA,8,0,NA,Attchd,2006,RFn,2,429,TA,TA,Y,0,None,0,NA,5,2006,New,Partial,147000-179200
80,RL,?,9947,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,577,1188,GasA,Ex,Y,SBrkr,1217,0,1217,2405,1,2,0,3,1,Gd,6,0,NA,Attchd,1990,Unf,2,497,TA,TA,Y,168,OpenPorch,27,GdPrv,6,2009,WD,Normal,147000-179200
60,RL,65,8366,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,798,GasA,Ex,Y,SBrkr,798,842,1640,2438,0,2,1,3,1,Gd,6,0,NA,Attchd,2004,RFn,2,520,TA,TA,Y,138,OpenPorch,45,NA,12,2008,WD,Normal,147000-179200
20,RL,?,9248,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,106,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,598,1158,GasA,Gd,Y,SBrkr,1167,0,1167,2325,1,2,0,3,1,Gd,6,0,NA,Attchd,1992,RFn,2,400,TA,TA,Y,120,OpenPorch,26,NA,7,2009,WD,Normal,147000-179200
120,RL,?,2887,Reg,HLS,Inside,ClearCr,Norm,1Fam,1Story,6,5,1996,1997,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,288,1291,GasA,Ex,Y,SBrkr,1291,0,1291,2582,1,1,0,2,1,Gd,6,1,Gd,Attchd,1996,Unf,2,431,TA,TA,Y,307,None,0,NA,11,2008,WD,Normal,147000-179200
160,RL,36,2268,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,'Wd Shng',Stone,106,Gd,TA,PConc,Gd,TA,No,GLQ,567,Unf,197,764,GasA,Ex,Y,SBrkr,764,862,1626,2390,0,2,0,2,1,Gd,6,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,OpenPorch,27,NA,7,2009,WD,Normal,147000-179200
60,RL,?,9130,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,Hip,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,336,800,GasA,Gd,Y,SBrkr,800,832,1632,2432,0,1,1,4,1,Gd,7,0,NA,Attchd,1966,Unf,2,484,TA,TA,Y,0,OpenPorch,40,NA,7,2008,WD,Normal,147000-179200
60,RL,58,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,173,959,GasA,Ex,Y,SBrkr,959,712,1671,2630,1,2,1,3,1,TA,7,1,TA,Attchd,2000,Fin,2,472,TA,TA,Y,0,OpenPorch,38,NA,2,2006,WD,Normal,147000-179200
60,RL,64,8633,Reg,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,545,738,GasA,Ex,Y,SBrkr,738,738,1476,2214,1,2,1,3,1,Gd,7,0,NA,Attchd,2005,Fin,2,540,TA,TA,Y,100,OpenPorch,35,NA,2,2009,WD,Normal,147000-179200
160,FV,30,3000,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,318,612,GasA,Ex,Y,SBrkr,612,612,1224,1836,0,2,1,2,1,Gd,4,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,0,OpenPorch,234,NA,6,2009,New,Partial,147000-179200
60,RL,68,8846,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,750,750,GasA,Ex,Y,SBrkr,750,750,1500,2250,0,2,1,3,1,Gd,6,0,NA,Attchd,2005,RFn,2,564,TA,TA,Y,0,OpenPorch,35,NA,8,2006,New,Partial,147000-179200
60,RL,122,11911,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,GasA,Ex,Y,SBrkr,684,876,1560,2244,0,2,1,3,1,Gd,6,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,OpenPorch,38,NA,3,2009,WD,Normal,147000-179200
20,RL,80,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1304,1304,GasA,Gd,Y,SBrkr,1682,0,1682,2986,0,2,0,3,1,TA,7,1,Gd,Attchd,1970,Unf,2,530,TA,TA,Y,98,None,0,MnPrv,5,2008,WD,Normal,147000-179200
60,RL,65,8125,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,702,702,GasA,Gd,Y,SBrkr,702,779,1481,2183,0,2,1,3,1,TA,6,1,TA,Attchd,1994,Fin,2,343,TA,TA,Y,0,OpenPorch,36,NA,3,2009,WD,Normal,147000-179200
60,RL,149,12589,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,742,742,GasA,Ex,Y,SBrkr,742,742,1484,2226,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,36,OpenPorch,24,NA,6,2009,WD,Normal,147000-179200
120,RL,53,3684,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1373,1373,GasA,Ex,Y,SBrkr,1555,0,1555,2928,0,2,0,2,1,Gd,7,1,TA,Attchd,2007,Fin,3,660,TA,TA,Y,143,OpenPorch,20,NA,6,2009,WD,Normal,147000-179200
160,FV,24,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,776,776,GasA,Ex,Y,SBrkr,764,677,1441,2217,0,2,1,2,1,Gd,5,0,NA,Detchd,1999,Unf,2,492,TA,TA,Y,206,None,0,NA,11,2007,WD,Normal,147000-179200
20,RL,80,8400,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,9,1962,2005,Gable,'Wd Sdng','Wd Sdng',BrkFace,237,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,1319,1319,GasA,TA,Y,SBrkr,1537,0,1537,2856,1,1,1,3,1,Gd,7,1,Gd,Attchd,1962,RFn,2,462,TA,TA,Y,0,OpenPorch,36,GdPrv,7,2008,COD,Abnorml,147000-179200
70,RL,75,12000,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,429,704,GasA,Ex,Y,SBrkr,860,704,1564,2268,0,1,1,3,1,Fa,7,1,Gd,Attchd,1941,Unf,1,234,TA,TA,Y,0,None,0,NA,7,2009,WD,Normal,147000-179200
80,RL,82,9020,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,276,1127,GasA,TA,Y,SBrkr,1165,0,1165,2292,1,1,1,3,1,TA,6,0,NA,Attchd,1966,RFn,2,490,Gd,Gd,Y,0,OpenPorch,129,GdPrv,5,2008,WD,Normal,147000-179200
60,RL,90,11700,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,AsphShn,BrkFace,365,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,143,702,GasA,Gd,Y,SBrkr,1041,702,1743,2445,0,1,2,3,1,TA,7,1,Gd,Attchd,1968,Unf,2,539,TA,TA,Y,224,None,0,NA,6,2007,WD,Normal,147000-179200
20,RL,130,11457,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,387,1392,GasA,TA,Y,SBrkr,1412,0,1412,2804,1,2,0,3,1,Gd,6,1,TA,Attchd,1988,Unf,2,576,TA,TA,Y,0,EnclosedPorch,169,NA,3,2009,WD,Normal,147000-179200
20,RL,70,12243,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1971,1971,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,486,1484,GasA,Gd,Y,SBrkr,1484,0,1484,2968,0,2,0,3,1,TA,7,1,TA,Attchd,1971,Unf,2,487,TA,TA,Y,224,ScreenPorch,180,NA,2,2007,WD,Normal,147000-179200
80,RL,85,10200,Reg,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,5,1988,1989,Gable,HdBoard,HdBoard,BrkFace,219,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,678,1461,GasA,Ex,Y,SBrkr,1509,0,1509,2970,1,2,0,3,1,Gd,5,1,Fa,Attchd,1988,RFn,2,600,TA,TA,Y,224,None,0,NA,8,2008,WD,Abnorml,147000-179200
60,RL,57,21872,IR2,HLS,FR2,Gilbert,Norm,1Fam,2Story,7,5,1996,1997,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,604,Unf,125,729,GasA,Ex,Y,SBrkr,729,717,1446,2175,0,2,1,3,1,TA,6,1,TA,Attchd,1996,Unf,2,406,TA,TA,Y,264,OpenPorch,22,NA,8,2008,WD,Normal,147000-179200
80,RL,70,12886,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,76,520,GasA,Ex,Y,SBrkr,1464,0,1464,1984,0,2,0,3,1,TA,6,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,302,ScreenPorch,100,NA,10,2009,WD,Normal,147000-179200
50,RL,60,7200,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,'Wd Sdng','Wd Sdng',BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,162,731,GasA,Ex,Y,SBrkr,981,787,1768,2499,1,1,1,3,1,Gd,7,2,TA,Detchd,1939,Unf,1,240,TA,TA,Y,0,EnclosedPorch,264,MnPrv,6,2007,WD,Normal,147000-179200
20,RL,?,15611,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1Story,5,6,1977,1977,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,767,LwQ,266,1126,GasA,TA,Y,SBrkr,1126,0,1126,2252,0,2,0,3,1,Ex,6,0,NA,Attchd,1977,RFn,2,540,TA,TA,Y,180,None,0,NA,3,2008,WD,Abnorml,147000-179200
60,RL,62,7917,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,953,953,GasA,Ex,Y,SBrkr,953,694,1647,2600,0,2,1,3,1,TA,7,1,TA,Attchd,1999,RFn,2,460,TA,TA,Y,0,OpenPorch,40,NA,8,2007,WD,Normal,147000-179200
20,RL,78,12090,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,606,1422,GasA,TA,Y,SBrkr,1422,0,1422,2844,0,2,0,3,1,Gd,7,1,TA,Attchd,1981,Fin,2,576,TA,TA,Y,276,None,0,GdPrv,6,2008,WD,Normal,147000-179200
20,RL,80,9600,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,326,1242,GasA,Fa,Y,SBrkr,1242,0,1242,2484,0,1,1,3,1,TA,6,1,TA,Attchd,1973,Unf,2,528,TA,TA,Y,0,None,0,NA,9,2007,WD,Normal,147000-179200
160,RL,36,2628,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,'Wd Shng',Stone,106,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,764,764,GasA,Ex,Y,SBrkr,764,862,1626,2390,0,2,1,2,1,Gd,6,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,OpenPorch,27,NA,6,2010,WD,Normal,147000-179200
60,RL,65,7153,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,374,761,GasA,Ex,Y,SBrkr,810,793,1603,2364,0,2,1,3,1,Gd,7,0,NA,Attchd,1992,RFn,2,484,TA,TA,Y,0,OpenPorch,124,NA,7,2006,WD,Normal,147000-179200
120,RL,51,3635,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,ALQ,988,Unf,398,1386,GasA,Ex,Y,SBrkr,1569,0,1569,2955,0,2,0,1,1,Gd,7,1,TA,Attchd,2007,RFn,3,660,TA,TA,Y,143,OpenPorch,20,NA,5,2009,WD,Normal,147000-179200
160,FV,34,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,310,729,GasA,Gd,Y,SBrkr,729,729,1458,2187,0,2,1,2,1,TA,5,1,Fa,Detchd,1999,Unf,2,440,TA,TA,Y,0,OpenPorch,32,NA,6,2007,WD,Normal,147000-179200
80,RL,120,19296,Reg,Lvl,Corner,NAmes,Artery,1Fam,SLvl,6,5,1962,1962,Gable,'Wd Sdng','Wd Sdng',BrkFace,399,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,0,1362,GasA,TA,Y,SBrkr,1382,0,1382,2744,1,1,0,3,1,TA,6,1,TA,Attchd,1991,Unf,2,884,TA,TA,Y,0,EnclosedPorch,252,GdWo,5,2009,WD,Normal,147000-179200
20,FV,62,7500,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1257,1257,GasA,Ex,Y,SBrkr,1266,0,1266,2523,0,2,0,3,1,Gd,6,1,TA,Attchd,2005,Unf,2,453,TA,TA,Y,38,OpenPorch,144,NA,4,2006,WD,Normal,147000-179200
20,RL,54,13811,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,6,1987,1987,Gable,HdBoard,HdBoard,BrkFace,72,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,92,1112,GasA,Gd,Y,SBrkr,1137,0,1137,2249,1,2,0,2,1,Gd,5,1,TA,Attchd,1987,Unf,2,551,TA,TA,Y,125,None,0,NA,7,2006,WD,Normal,147000-179200
20,RL,63,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,1237,1237,GasA,Gd,Y,SBrkr,1253,0,1253,2490,0,2,0,3,1,TA,6,1,TA,Attchd,1995,Fin,2,402,TA,TA,Y,220,OpenPorch,21,NA,6,2007,WD,Normal,147000-179200
60,RL,?,9900,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,2Story,7,5,1968,1968,Gable,MetalSd,MetalSd,BrkFace,342,TA,TA,CBlock,TA,TA,No,BLQ,552,Unf,280,832,GasA,Gd,Y,SBrkr,1098,880,1978,2810,0,2,1,4,1,TA,9,1,Gd,Attchd,1968,RFn,2,486,TA,TA,Y,0,OpenPorch,43,GdPrv,4,2008,WD,Normal,147000-179200
20,RL,60,7024,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,2005,2005,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,1024,Unf,108,1132,GasA,Ex,Y,SBrkr,1132,0,1132,2264,1,1,1,2,1,Gd,5,0,NA,Attchd,2005,Fin,2,451,TA,TA,Y,252,OpenPorch,64,NA,6,2008,WD,Normal,147000-179200
60,RL,51,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,728,1456,2184,0,2,1,3,1,Gd,8,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,100,OpenPorch,24,NA,7,2008,WD,Normal,147000-179200
20,RL,78,9317,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1290,1314,GasA,Gd,Y,SBrkr,1314,0,1314,2628,0,2,0,3,1,Gd,6,1,Gd,Attchd,2006,RFn,2,440,TA,TA,Y,0,OpenPorch,22,NA,3,2007,WD,Normal,147000-179200
20,RL,73,8993,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1302,1302,GasA,Ex,Y,SBrkr,1302,0,1302,2604,0,2,0,3,1,Gd,6,0,NA,Attchd,2007,Fin,2,436,TA,TA,Y,0,OpenPorch,22,NA,8,2007,New,Partial,147000-179200
20,RL,87,11029,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,8,1958,2002,Hip,MetalSd,MetalSd,None,0,Ex,TA,CBlock,Gd,TA,No,ALQ,528,BLQ,245,1184,GasA,Ex,Y,SBrkr,1414,0,1414,2598,1,1,0,3,1,TA,6,1,TA,Attchd,1990,Unf,2,601,TA,TA,Y,0,ScreenPorch,241,NA,5,2008,WD,Normal,147000-179200
60,RL,63,9084,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,935,935,GasA,Gd,Y,SBrkr,955,677,1632,2567,0,2,1,3,1,TA,8,1,TA,Attchd,1998,Fin,2,462,TA,TA,Y,0,OpenPorch,28,NA,6,2006,WD,Normal,147000-179200
60,RL,?,13869,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,612,794,GasA,Gd,Y,SBrkr,794,676,1470,2264,0,2,0,3,1,TA,6,0,NA,Attchd,1997,Fin,2,388,TA,TA,Y,0,OpenPorch,75,NA,7,2007,WD,Normal,147000-179200
160,FV,?,2117,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,320,756,GasA,Ex,Y,SBrkr,769,756,1525,2281,0,2,1,3,1,Gd,5,1,TA,Detchd,2000,Unf,2,440,TA,TA,Y,0,None,0,NA,6,2007,WD,Normal,147000-179200
70,RL,63,15576,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,Gable,'Wd Sdng',Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,840,840,GasA,Ex,Y,SBrkr,840,840,1680,2520,0,2,0,4,1,TA,8,0,NA,Attchd,1960,Unf,1,308,TA,TA,Y,0,EnclosedPorch,160,NA,3,2008,WD,Normal,147000-179200
80,RL,124,11512,IR1,Lvl,Corner,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,300,1019,GasA,Gd,Y,SBrkr,1357,0,1357,2376,1,1,0,2,1,Ex,5,1,Gd,Basment,1959,RFn,1,312,TA,TA,Y,0,ScreenPorch,163,GdPrv,5,2008,WD,Normal,147000-179200
50,RL,57,7558,Reg,Bnk,Inside,Crawfor,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,896,896,GasA,Gd,Y,SBrkr,1172,741,1913,2809,0,1,1,3,1,TA,9,1,TA,Detchd,1929,Unf,2,342,Fa,Fa,Y,0,None,0,NA,3,2009,WD,Normal,147000-179200
20,RL,105,11249,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,Gable,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,322,1200,GasA,Ex,Y,SBrkr,1200,0,1200,2400,1,2,0,3,1,Gd,6,0,NA,Attchd,1995,RFn,2,521,TA,TA,Y,0,OpenPorch,26,NA,8,2007,WD,Normal,147000-179200
70,RL,?,7500,IR1,Bnk,Inside,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,224,771,GasA,Fa,Y,SBrkr,753,741,1494,2265,0,1,0,3,1,Gd,7,2,Gd,Attchd,1942,Unf,1,213,TA,TA,P,0,ScreenPorch,224,NA,11,2009,WD,Normal,147000-179200
160,FV,?,2117,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216,Gd,TA,PConc,Gd,TA,No,GLQ,378,Unf,378,756,GasA,Ex,Y,SBrkr,769,804,1573,2329,0,2,1,3,1,Gd,5,0,NA,Detchd,2000,Unf,2,440,TA,TA,Y,0,OpenPorch,32,NA,6,2010,WD,Normal,147000-179200
60,RL,77,9206,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,741,741,GasA,TA,Y,SBrkr,977,755,1732,2473,0,2,1,3,1,Gd,7,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,192,OpenPorch,46,NA,6,2010,WD,Normal,147000-179200
